,Cust Info,Credit Info,Score
38,ECHIKA nan STEPHENS nan nan nan nan nan nan nan 1988-08-18 00:00:00,ICHIKA nan STEVENS nan nan nan nan nan nan nan 1988-08-18 00:00:00,0.9743589743589742
39,"YANA nan BONDAREKO nan nan nan nan nan nan nan Monday, March 11, 1991",YARA nan BONDARENKO nan nan nan nan nan nan nan 1991-03-11 00:00:00,0.8931977372352651
40,MEENA nan MELTIS nan nan nan nan nan nan nan 1990-10-14 00:00:00,MINA nan MELETIS nan nan nan nan nan nan nan 1990-10-14 00:00:00,0.9743589743589742
41,TEST W nan SPECIMAN nan nan nan nan nan nan nan 2023-08-17 00:00:00,TEST V nan SPECIMEN nan nan nan nan nan nan nan 1958-08-17 00:00:00,0.9743589743589742
42,DIMITRU nan MELETIIS nan nan nan nan nan nan nan 1990-10-14 00:00:00,DUMITRU nan MELETIS nan nan nan nan nan nan nan 1990-10-14 00:00:00,0.9743589743589742
43,TEST A nan SPCIMEN nan nan nan nan nan nan nan 1958-08-17 00:00:00,TEST V nan SPECIMEN nan nan nan nan nan nan nan 1958-08-17 00:00:00,0.987179487179487
44,TST V nan SPEIMEN nan nan nan nan nan nan nan 2023-01-01 00:00:00,TEST V nan SPECIMEN nan nan nan nan nan nan nan 1920-01-01 00:00:00,0.9624999999999999
45,T V nan SPEC IMEN nan nan nan nan nan nan nan 2020-01-01 00:00:00,TEST V nan SPECIMEN nan nan nan nan nan nan nan 1920-01-01 00:00:00,0.9624999999999999
46,TST W nan SPEC_MEN nan nan nan nan nan nan nan 1980-01-01 00:00:00,TEST W nan SPECIMEN nan nan nan nan nan nan nan 1980-01-01 00:00:00,0.975
47,AATHISH A nan TAEER nan nan nan nan nan nan nan 1980-11-01 00:00:00,AATISH A nan TASEER nan nan nan nan nan nan nan 1980-11-27 00:00:00,0.9615384615384615
48,TEST H nan PECIMEN nan nan nan nan nan nan nan 2023-01-20 00:00:00,TEST V nan SPECIMEN nan nan nan nan nan nan nan 1920-01-01 00:00:00,0.9621023987294832
49,VOIDV nan V nan nan nan nan nan nan nan not clear,VOID V nan VOID nan nan nan nan nan nan nan not clear,0.9637347395355391
50,TESTV nan SPECIME nan nan nan nan nan nan nan 1920-01-01 00:00:00,TEST V nan SPECIMEN nan nan nan nan nan nan nan 1920-01-01 00:00:00,0.975
51,VOID nan VOIDE nan nan nan nan nan nan nan 2020-01-01 00:00:00,VOID V nan VOID nan nan nan nan nan nan nan 2020-01-01 00:00:00,0.9877295966495895
52,"CHOWY Lai LAIPING nan nan nan nan nan nan nan Monday, Jul 10, 1950",CHOW nan LAI PING nan nan nan nan nan nan nan 1950-07-10 00:00:00,0.8870425495032889
53,"TEST VW nan SPECIMEN, Test v nan nan nan nan nan nan nan 1958-08-17 00:00:00",TEST V nan SPECIMEN nan nan nan nan nan nan nan 1958-08-17 00:00:00,0.9878087384787017
54,TEST I nan test I SPECIMEN nan nan nan nan nan nan nan 2023-08-17 00:00:00,TEST V nan SPECIMEN nan nan nan nan nan nan nan 1958-08-17 00:00:00,0.9813067629253162
55,USA USA-USAASA - SASA nan nan nan nan nan nan nan not clear,USAUSAUSAASA nan SAASA nan nan nan nan nan nan nan not clear,0.9316142209946914
56,"TEST ZZ nan SPECI,MEN nan Senior nan nan nan nan nan not clear",TEST V nan SPECIMEN nan Sr nan nan nan nan nan not clear,0.9456108576893003
57,GARCIALOPEZ ROSA ROSA-MARIA nan nan nan nan nan nan nan 1956-05-23 00:00:00,GARCIA LOPEZ nan ROSA MARIA nan nan nan nan nan nan nan 1956-05-23 00:00:00,0.9697860973569715
58,"JOSEY P PRIN,CE nan nan nan nan nan nan nan 1978-03-12 00:00:00",JOSE nan PRINCE nan nan nan nan nan nan nan 1978-03-12 00:00:00,0.9624354790229063
59,TEST P S SPEC.IMEN nan nan nan nan nan nan nan 1920-01-01 00:00:00,TEST V nan SPECIMEN nan nan nan nan nan nan nan 1920-01-01 00:00:00,0.977105341549645
60,"MOHINY Y VaRMA nan nan nan nan nan nan nan Thursday, October 8, 1981",MOHINI nan VERMA nan nan nan nan nan nan nan 1981-10-08 00:00:00,0.878275310689946
61,TEST P nan SECIMEN nan nan nan nan nan nan nan 1920-01-01 00:00:00,TEST V nan SPECIMEN nan nan nan nan nan nan nan 1920-01-01 00:00:00,0.9874999999999999
62,Heidy nan S nan nan 1234 Sample St Mobile nan Mob AL 36608-5659 2023-05-05 00:00:00,"Heidi nan Sample nan nan 1234 Sample Street Mobile, AL 36608-5658 nan Mobile Alabama 36608-5658 1984-05-05 00:00:00",0.8296297792621186
63,Taos nan s nan nan 1234 Sample st Union Drove AL 35175-5107 nan UnionGrove A L  35175-510 2000-05-06 00:00:00,Tao nan Sample nan nan 1234 Sample Street Union Drove AL 35175-5107 nan Union Grove Alabama 35175-5107 2000-05-06 00:00:00,0.885878422187958
64,Alex nan sample nan nan Wonderful Dr Mongomery AL 36104 nan Montgommery Alabam 36104-  1968-03-21 00:00:00,Alexis nan Sample nan nan Wonderful Drive Mongomery AL 36104 nan Montgomery Alabama 36104 2968-03-21 00:00:00,0.875
65,Connie nan sam nan nan 1 Wonderful Driv Mongomery AL 36104- 1234 nan Montgomeryy labama 36104-- 2023-03-21 00:00:00,Connor nan Sample nan nan 1 Wonderful Drive Mongomery AL 36104- 1234 nan Montgomery Alabama 36104 2968-03-21 00:00:00,0.853658536585366
66,"Tester nan A nan nan 123 Sample st Anchorage nan ""Anchorage"" AK 89501 1988-07-11 00:00:00","Test nan Alaska nan nan 123 Sample Street Anchorage, AK 99501 nan Anchorage Alaska 99501 1988-07-11 00:00:00",0.8463889584616803
67,Tam nan L nan nan 888 Glacier Wy Coldft nan Cold feet A K 99 701 1968-10-10 00:00:00,"Tammy nan Lee nan nan 888 Glacier Way Coldfeet, AK 99701 nan Coldfeet Alaska 99701 1968-10-10 00:00:00",0.7638558656420618
68,"TestAB nan Alaska, Jr nan Jr. 123 Sample st Anchorage nan Ankhorage Alask 99501 2023-07-05 00:00:00","Test nan Alaska nan Jr 123 Sample Street Anchorage, AK 99501 nan Anchorage Alaska 99501 2005-07-11 00:00:00",0.79639080275258
69,"Sample, Tina M M Sample nan nan 123 Anyst Anchorage nan Anchorag Alaskaa 99990 1984-02-01 00:00:00","Tina M Sample nan nan 123 Anystreet Anchorage, AK 99999 nan Anchorage Alaska 99999 1984-02-01 00:00:00",0.8067793113007157
70,Comm TestS Sample Test S nan nan 12345 Sample st UNALASKA nan Unalaska Aaska 99755 1985-06-03 00:00:00,"Commercial Test Sample nan nan 12345 Sample Street UNALASKA, AK 99655 nan Unalaska Alaska 99655 1985-06-03 00:00:00",0.8273287946596168
71,Sammy Jan Sample Sammy nan nan 1801 W Jeff St Phx Az 85007-3230 nan Phx AZ 8507-3230 1963-05-01 00:00:00,Samantha Jane Sample nan nan 1801 W Jefferson St Phoenix Az 85007-3230 nan Phoenix Arizona 85007-3230 1963-05-01 00:00:00,0.7534105749568177
72,J nan SampleJ nan nan 123 Main St Phonix nan Phoeni A Z 85097 1974-01-01 00:00:00,"Jelani nan Sample nan nan 123 Main St Phoenix, AZ 85007 nan Phoenix Arizona 85007 1974-01-01 00:00:00",0.8087360843031887
73,"Drive nan Drive, Sample nan nan 1234 Ex Street PHX nan Phoneix Arizon 85006 Friday, February 14, 2003","Driver nan Sample nan nan 1234 Example St Phoenix, AZ 85007 nan Phoenix Arizona 85007 2003-02-14 00:00:00",0.539163866017192
74,Freddie Eddie K Freddie nan nan 5721 Stoney Driv Bullhead City AZ 86430 nan Bull head City Arizonaa 86430- 1910-08-08 00:00:00,Fred Edward Kratz nan nan 5721 Stoney Dr Bullhead City AZ 86430 nan Bullhead City Arizona 86430 1910-08-08 00:00:00,0.827640881769065
75,D nan D S nan nan 1234 Example St Phx nan PX rizona 85007-124 2023-02-14 00:00:00,"Driver nan Sample nan nan 1234 Example St Phoenix, AZ 85007 nan Phoenix Arizona 85007 1974-02-14 00:00:00",0.8133257084405583
76,Jan nan   Sample nan nan #123 Main Street Phoenix nan Phx. Ariona 85007-1245 1998-01-01 00:00:00,"Janice nan Sample nan nan 123 Main St Phoenix, AZ 85007 nan Phoenix Arizona 85007 1998-01-01 00:00:00",0.8720983634634085
77,Nicky nan Sam ple nan nan 123 N st City nan Cty AK 12345-999 1960-03-05 00:00:00,"Nick nan Sample nan nan 123 North Street City, AR 12345  nan City Arkansas 12345 1960-03-05 00:00:00",0.8163716483922342
78,Old nan Fake nan nan 23 Marshall Street Ward nan Warden Arknsas 72716-788 2023-05-05 00:00:00,"Oldironsides nan Fakes nan nan 23 Marshall St Ward, AR 72176 nan Ward Arkansas 72716 2000-05-05 00:00:00",0.8198127976897006
79,"A Pattie Cordovs nan nan Mission Viejo NW, CA 92691 nan Los Angeles CA 9269 2023-05-06 00:00:00","Ana Patricia Cordova nan nan Mission Viejo CA 92691 nan nan California 92691 ""05/06""",0.636929755298482
80,I nan Card-\holder nan nan 2570 24th st Anytown nan Anytown C A 958 1977-08-31 00:00:00,"Ima nan Cardholder nan nan 2570 24th Street Anytown, CA 95818 nan Anytown California 95818 1977-08-31 00:00:00",0.8411101831919989
81,Ann nan CarrDriver nan nan 1234 Main st Sacramento nan Sacramentoe Californiaa 95819 1992-10-01 00:00:00,"Annie nan Carr Driver nan nan 1234 Main Street Sacramento, CA 95818 nan Sacramento California 95818 1992-10-31 00:00:00",0.7683064754997452
82,Alexa Jos Sam pe nan nan 2570 24th st Anytown nan Any town Californi 95818! 1977-08-01 00:00:00,"Alexander Joseph Sample nan nan 2570 24th Street Anytown, CA 95818 nan Anytown California 95818 1977-08-31 00:00:00",0.7440729491417852
83,Ims nan Card/holder nan nan 2570 24th st Anytown E nan Any_town alifornia 95818_ 1977-08-31 00:00:00,"Ima nan Cardholder nan nan 2570 24th Street Anytown, CA 95818 nan Anytown California 95818 1977-08-31 00:00:00",0.7916331135924696
84,Alex Jose Sampler nan nan 2570 24th st. Anytown nan Anytowns Califrnia 95818_0 1977-08-31 00:00:00,"Alexander Joseph Sample nan nan 2570 24th Street Anytown, CA 95818 nan Anytown California 95818 1977-08-31 00:00:00",0.7381732441968657
85,"Johnny DL Samplr nan nan 1881, Pierce Street lakewood nan Lakewoods CO 80214"" 1976-06-08 00:00:00","John DriverLicense Sample nan nan 1881 Pierce St lakewood, CO 80214 nan Lakewood Colorado 80214 1976-06-08 00:00:00",0.8267540335004896
86,"Drivers License Samle nan nan 1881 Pierce Street lakewood NW nan Lake wood C O ""80214 Monday, January 28, 1974","Driver License Sample nan nan 1881 Pierce St lakewood, CO 80214 nan Lakewood Colorado 80214 1974-01-28 00:00:00",0.6040404496926219
87,"Sue Cayhy ample nan nan 60 State Str. nan Weethersfield CT ""06109 1978-07-30 00:00:00","Susan Catherine Sample nan nan 60 State St, Room 147 Wethersfield CT 06109 nan Wethersfield Connecticut ""06109"" 1978-07-30 00:00:00",0.7601169500660918
88, Brend a T Sample Dample nan nan 123 Main Street Hartford nan Hartsford C T 06114-123 1967-01-12 00:00:00," Brenda  T Sample nan nan 123 Main St Hartford, CT 06114-1234 nan Hartford Connecticut 06114-1234 1967-01-12 00:00:00",0.7981987297166114
89,Jan nan JanSample nan nan 2230 Hessler Blvd New Castle nan NewCastle DE 19720-0009 1970-04-20 00:00:00,"Janice nan Sample nan nan 2230 Hessler Boulevard New Castle, DE 19720-0000 nan New Castle Delaware 19720-0000 1970-04-30 00:00:00",0.8072073527955749
90,Matt nan SampleMatt nan nan 2230 Hessler Boul New Castle nan NwCastel D E 19720-9000 0/30/2000,"Mateo nan Sample nan nan 2230 Hessler Boulevard New Castle, DE 19720-0000 nan nan Delaware 19720-0000 2000-10-30 00:00:00",0.7200822998230955
91,Haylee nan SampleHaylee nan nan 2230 Hessler Boulv New Castle nan NewCas Delawaree 19720-000 2023-10-30 00:00:00,"Hayley  nan Sample nan nan 2230 Hessler Boulevard New Castle, DE 19720-0000 nan nan Delaware 19720-0000 2000-10-30 00:00:00",0.8062552222347567
92,France nan FranceSample nan nan 2230 Hessler Boulvard New Castle nan New Castle Delawar 19720-00 1970-04-30 00:00:00,"Francessca nan Sample nan nan 2230 Hessler Boulevard New Castle, DE 19720-0000 nan New Castle Delaware 19720-0000 1970-04-30 00:00:00",0.8515268869599399
93,Arni nan TaylorArni nan nan 2334 Ribault Scenic Drv Jacksonville nan Jacksonville FL= 3228 nan,"Arnitra nan Taylor nan nan 2334 Ribault Scenic Dr Jacksonville, FL 32208 nan Jacksonville Florida 32208 nan",0.8472686738391098
94,Nickie nan NickieSample nan nan 123 Main st. Tallahassee nan Tallahassee F L 0000-1234 1957-01-12 00:00:00,"Nick nan Sample nan nan 123 Main Street Tallahassee, FL 00000-1234 nan Tallahassee Florida 00000-1234 1957-01-12 00:00:00",0.840855304560693
95,Floridaa Sample DriverFloridaa nan nan 2900 Apalachee Parkway Tallahassee nan Tallahassee FL 32390 2003-08-06 00:00:00,"Florida Sample Driver nan nan 2900 Apalachee PKWY Tallahassee, FL 32399 nan Tallahassee Florida 32399 2003-08-06 00:00:00",0.8083672763401878
96,Ron Rol and Ron Rol andDay nan nan 1132 Barber Drive Daytona beach nan Daytona Beach Floridaa 3201 1988-07-27 00:00:00,"Ronald Roland Day nan nan 1132 Barber Dr Daytona beach, FL 32017 nan Daytona Beach Florida 32017 1988-07-27 00:00:00",0.7298664944894172
97,Ro ugene ugene MarisRo nan nan 6405 SouthW 36 Wy Gainesvile nan Gainesville Florid 3261 1934-10-09 00:00:00,"Roger Eugene Maris nan nan 6405 SW 36 Way Gainesvile, FL 32601 nan Gainesville Florida 32601 1934-09-10 00:00:00",0.7042952122737639
98,Flo Sampl Driver SamplFlo nan nan 2900 Apalachee Park way Tallahassee nan Tallahassee Florda 32399 12 1983-10-10 00:00:00,"Florida Sample Driver nan nan 2900 Apalachee PKWY Tallahassee, FL 32399 nan Tallahassee Florida 32399 1983-10-10 00:00:00",0.810711347101024
99,S ImaD ImaD SGeorgia nan nan 2206 East view Pkway Conyers nan Alphareta GA 30013-575 1984-06-01 00:00:00,"Sample Ima Georgia nan nan 2206 Eastview Parkway Conyers, GA 30013-5755 Rockdale nan nan Georgia 30013-5755 1984-06-01 00:00:00",0.7075275528876867
100,Imq Georgie Sampler ImqGeorgie nan nan 123 AnyStreet Anytown nan Any town G A 12345 748 1983-02-09 00:00:00,"Ima  Georgia Sampler nan nan 123 Any Street Anytown, GA 12345 nan Anytown Georgia 12345 1983-02-09 00:00:00",0.792593923901217
101,Sample Ima Georgia Ima Sample Sample Ima Georgia Georgia nan nan 2206 E view Parkwy Conyers nan Buck head Georgiaa 30013-5744 1984-06-01 00:00:00,"Sample Ima Georgia nan nan 2206 Eastview Parkway Conyers, GA 30013-5755 Rockdale nan nan Georgia 30013-5755 1984-06-01 00:00:00",0.7647191129018727
102,Georgia ImaSampler G Sampler Georgia ImaSampler nan nan 123 NE AnyStreet Anytown nan Anytownn Georgi 39999:23 2022-02-22 00:00:00,"Ima  Georgia Sampler nan nan 123 Any Street Anytown, GA 39999 Anycounty nan Anytown Georgia 39999 2022-02-22 00:00:00",0.7951332228659945
103,Dougie nan Dougie Kalembo nan nan 6792 Pine valley TRCE Ston MTN nan Stone Mtn Georgie 30087-581 1970-07-24 00:00:00,"Douglas nan Kalembo nan nan 6792 Pine valley TRCE Stone MTN, GA 30087-5818 nan Stone Mtn Georgia 30087-5818 1970-07-24 00:00:00",0.8383073406122691
104,Ima G S Georgi GeorgiSample Ima G S nan nan 123 Any Street Any town SW nan Annytown Jeorgia 39999-15 1954-02-22 00:00:00,"Ima  Georgia Sample nan nan 123 Any Street Anytown, GA 12345 nan Anytown Georgia 39999 1954-02-22 00:00:00",0.7370973770897189
105,"Leia A Leia SampleA Leia Leia nan nan 123 Any Street Anytown, Apt 23 nan Anytown,  HI ""00000"" 1979-01-01 00:00:00","Leilani A Sample nan nan 123 Any Street Anytown, HI., 00000 nan Anytown Hawaii ""00000 1979-01-01 00:00:00",0.7496129032000202
106,"Beckyy Sue Becky Sue BeckyBeckyy Turner nan nan #7101/A El aballa Boise nan Boisee ID 83704"""" 1969-07-18 00:00:00","Becky Sue Turner nan nan 7101 El Caballa Boise, ID 83704 nan Boise Idaho 83704 1969-07-18 00:00:00",0.8767945989619056
107,Tom nan ArmstrongTom  nan nan 123 W. State st. Boise nan Bose I D 83707 1980-10-01 00:00:00,"Thomas nan Armstrong nan nan 123 W. State Street Boise, ID 83707 nan Boise Idaho 83707 1980-10-01 00:00:00",0.8641585652180932
108,"Conor nan Conor  Sample nan nan 2727 Pierce Park Rd Apt# 11 Boise nan Boise, Idaho Idah 83707-  1129 1993-08-01 00:00:00","Connor nan Sample nan nan 2727 Pierce Park Road Apt: 11 Boise, ID 83707-1129 nan Boise Idaho 83707-1129 1993-08-01 00:00:00",0.8870222717825625
109,"Jel nan  Sample Jel nan nan Address Line 1, Addr Lne 2 Boise nan Boise,ID Ideho 83707--0000 1980-01-05 00:00:00","Jelani nan Sample nan nan Address Line 1 Address Line 2 Boise, ID 83707-0000 nan Boise Idaho 83707-0000 1980-01-05 00:00:00",0.8682431421244593
110,Jan Q Pub Public Q Pub Jan nan nan 1234 Main st. Springfield nan Spring field I L 62723-0 1987-11-14 00:00:00,"Jane Q Public nan nan 1234 Main Street Springfield, IL 62723 nan Springfield Illinois 62723 1987-11-14 00:00:00",0.7671952740916673
111,T Thunder ID Thunder ID T IDVIKING.com nan nan 69 Big Hammer Wy N Barrington. IL 60010 nan Barringtone IL 60010-87 2003-10-17 00:00:00,Thor Thunder IDVIKING.com nan nan 69 Big Hammer Way North Barrington. IL 60010 nan nan Illinois 60010 2003-10-17 00:00:00,0.8446530265013354
112,Sam CardD DL Sam CardD nan nan 123 Sample st. Anytown nan Any/town Illinoise 60640--65 1960-01-01 00:00:00,"Sample  Card DL nan nan 123 Sample Street Anytown, IL 60640 nan Anytown Illinois 60640 1960-01-01 00:00:00",0.7560975609756098
113,"Jaen Q Jaen Jaen,Q JaenPublic nan nan 1234 Main st. Springfield nan Springfld Illinoi 6272 1987-11-14 00:00:00","Jane Q Public nan nan 1234 Main Street Springfield, IL 62723 nan Springfield Illinois 62723 1987-11-14 00:00:00",0.6759225880448441
114,"Marc M Allen M Allen,SampleMarc nan nan 123 Main Strt Indianapolis nan Indiannapolis, IN IN 44624 1970-11-17 00:00:00","Mark Allen Sample nan nan 123 Main Street Indianapolis, IN 46204-0000 nan Indiannapolis Indiana 46204 1970-11-17 00:00:00",0.794595105309227
115,"Em nan Sample,Em nan nan 123 Main Strt Indianapolis nan Indiannapoliss I N 546204 2005-10-31 00:00:00","Emily nan Sample nan nan 123 Main Street Indianapolis, IN 46204-0000 nan nan Indiana 46204 2005-10-31 00:00:00",0.8152394645841089
116,"Ave nan ,AveSample nan nan 123 Sample Drv Apartment. B Indianapolis nan Indiannapolice India 889987 1976-05-01 00:00:00","Avery nan Sample nan nan 123 Sample Drive Apt. B Indianapolis, IN 89987 nan nan Indiana 89987 1976-05-01 00:00:00",0.8098582871985257
117,"H nan Sample,H nan nan 123 NW Main St. Apt. 1 Des Moines nan DeMoines IA 550301-0000 1992-06-06 00:00:00","Hayley nan Sample nan nan 123 North Main St. Apt. 1 Des Moines, IA 50301-0000 nan Des Moines Iowa 50301-0000 1992-06-06 00:00:00",0.8738628975053031
118,"C nan C,Sample nan nan 123 NE Main St. Apt. 1 Des Moines nan DesMoine IO 650301-0000 1942-06-06 00:00:00","Connor nan Sample nan nan 123 North Main St. Apt. 1 Des Moines, IA 50301-0000 nan Des Moines Iowa 50301-0000 1942-06-06 00:00:00",0.853056638040891
119,"Karen KarenElizabeth Sample,Karen nan S R  123 Nort Strt Apt. 2 Topeka nan Topekaa KS 6612-1234 1966-01-11 00:00:00","Caron  Elizabeth Sample nan Sr 123 North Street Apt. 2 Topeka, KS 66612-1234 nan Topeka Kansas 66612-1234 1966-01-11 00:00:00",0.699259856097678
120,"Nicolas nan Nicolas,Sample nan nan 123 NE Strt Apt. 2 Topeka nan Topeca K S 6662-1234 1998-11-15 00:00:00","Nick nan Sample nan nan 123 North Street Apt. 2 Topeka, KS 66612-1234 nan Topeka Kansas 66612-1234 1998-11-15 00:00:00",0.7889609303340034
121,"Karin Lizzie LizzieSample,Karin nan S R  123 N Strt Apt# 2 Topeka nan Top eka Kansass 6661-1234 1966-01-11 00:00:00","Caron  Elizabeth Sample nan Sr 123 North Street Apt. 2 Topeka, KS 66612-1234 nan Topeka Kansas 66612-1234 1966-01-11 00:00:00",0.6409882014228716
122,"T On SampleOn,T nan nan RR #2 Holton Pl nan Holtone Kansa 664366 1962-04-23 00:00:00","Test One Sample nan nan RR 2 Holton, KS 66436 nan Holton Kansas 66436 1962-04-23 00:00:00",0.7533177846892134
